item_id,item_text_clean,dataset,extra,question,n_options,options_json
I wish I could be as happy as others seem to be,I wish I could be as happy as others seem to be,Vivid,,I wish I could be as happy as others seem to be.,4,"[{""value"": ""1"", ""label"": ""Not at all""}, {""value"": ""2"", ""label"": ""Somewhat""}, {""value"": ""3"", ""label"": ""Moderately so""}, {""value"": ""4"", ""label"": ""Very much so""}]"
I worry about more minor things instead,I worry about more minor things instead,Vivid,,When I have an unpleasant or unwanted thought or memory: I worry about more minor things instead.,4,"[{""value"": ""1"", ""label"": ""Never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost always""}]"
I worry too much over something that really doesn't matter,I worry too much over something that really doesn't matter,Vivid,,I worry too much over something that really doesn't matter.,4,"[{""value"": ""1"", ""label"": ""Not at all""}, {""value"": ""2"", ""label"": ""Somewhat""}, {""value"": ""3"", ""label"": ""Moderately so""}, {""value"": ""4"", ""label"": ""Very much so""}]"
I would describe myself as a pretty soft-hearted person.,I would describe myself as a pretty soft-hearted person.,Vivid,,I would describe myself as a pretty soft-hearted person.,5,"[{""value"": ""0"", ""label"": ""Does not describe me well""}, {""value"": ""1"", ""label"": ""Describes me a little""}, {""value"": ""2"", ""label"": ""Describes me moderately""}, {""value"": ""3"", ""label"": ""Describes me well""}, {""value"": ""4"", ""label"": ""Describes me very well""}]"
I would rather talk to people to get information than to socialize.,I would rather talk to people to get information than to socialize.,Vivid,,I would rather talk to people to get information than to socialize.,6,"[{""value"": ""1"", ""label"": ""Very Rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat Often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very Often""}]"
"I/They ""squirm"" at plays or lectures.","I/They ""squirm"" at plays or lectures.",Vivid,,"I ""squirm"" at plays or lectures.",4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
"I/They act ""on impulse.""","I/They act ""on impulse.""",Vivid,,"I act ""on impulse."".",4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They act on the spur of the moment.,I/They act on the spur of the moment.,Vivid,,I act on the spur of the moment.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They am a careful thinker.,I/They am a careful thinker.,Vivid,,I am a careful thinker.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They am a steady thinker.,I/They am a steady thinker.,Vivid,,I am a steady thinker.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They am future oriented./ I plan for the future,I/They am future oriented./ I plan for the future,Vivid,,I am future oriented. I plan for the future.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They am happy-go-lucky.,I/They am happy-go-lucky.,Vivid,,I am happy-go-lucky.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They am more interested in the present than the future.,I/They am more interested in the present than the future.,Vivid,,I am more interested in the present than the future.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They am restless at the theater or lectures./ I am restless at lectures or talks,I/They am restless at the theater or lectures./ I am restless at lectures or talks,Vivid,,"I am restless at the theater, lectures, or talks.",4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They am self controlled.,I/They am self controlled.,Vivid,,I am self controlled.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They buy things on impulse.,I/They buy things on impulse.,Vivid,,I buy things on impulse.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They can only think about one thing at a time.,I/They can only think about one thing at a time.,Vivid,,I can only think about one thing at a time.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
I/They plan for job security.,I/They plan for job security.,Vivid,,I plan for job security.,4,"[{""value"": ""1"", ""label"": ""Rarely/Never""}, {""value"": ""2"", ""label"": ""Occasionally""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Almost Always/Always""}]"
"If I could listen to music at all times, I would.","If I could listen to music at all times, I would.",Vivid,,"If I could listen to music at all times, I would.",7,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Slightly disagree""}, {""value"": ""4"", ""label"": ""Neither agree nor disagree""}, {""value"": ""5"", ""label"": ""Slightly agree""}, {""value"": ""6"", ""label"": ""Agree""}, {""value"": ""7"", ""label"": ""Strongly agree""}]"
"If I'm sure I'm right about something, I don't waste much time listening to other people's arguments.","If I'm sure I'm right about something, I don't waste much time listening to other people's arguments.",Vivid,,"If I'm sure I'm right about something, I don't waste much time listening to other people's arguments.",5,"[{""value"": ""0"", ""label"": ""Does not describe me well""}, {""value"": ""1"", ""label"": ""Describes me a little""}, {""value"": ""2"", ""label"": ""Describes me moderately""}, {""value"": ""3"", ""label"": ""Describes me well""}, {""value"": ""4"", ""label"": ""Describes me very well""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a can of soft drink being opened?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of a can of soft drink being opened?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a can of soft drink being opened?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a car ignition?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of a car ignition?",Vivid,,"Imagine the following sound. Subjectively, how clearly do you hear the sounds of a car ignition?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only 'know' that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a clock ticking?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of a clock ticking?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a clock ticking?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a dog barking?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of a dog barking?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a dog barking?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a group of people chatting?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of a group of people chatting?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a group of people chatting?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a mobile phone ringing?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of a mobile phone ringing?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a mobile phone ringing?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a person laughing?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of a person laughing?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of a person laughing?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of birds singing?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of birds singing?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of birds singing?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of dinner plates colliding?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of dinner plates colliding?",Vivid,,"Imagine the following sound. Subjectively, how clearly do you hear the sounds of dinner plates colliding?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only 'know' that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of paper being torn apart?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of paper being torn apart?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of paper being torn apart?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of someone sneezing?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of someone sneezing?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of someone sneezing?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of the operation of a washing machine?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of the operation of a washing machine?",Vivid,,"Imagine the following sound. Subjectively, how clearly do you hear the sounds of the operation of a washing machine?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only 'know' that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of the rustle of a bag?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of the rustle of a bag?",Vivid,,"Imagine the following sound. Subjectively, how clearly do you hear the sounds of the rustle of a bag?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only 'know' that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of the rustle of leaves under foot?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of the rustle of leaves under foot?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of the rustle of leaves under foot?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of water splashing from people bathing?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of water splashing from people bathing?",Vivid,,"Imagine the following sound. Subjectively, how clearly do you hear the sounds of water splashing from people bathing?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only 'know' that you are thinking of the sound""}]"
"Imagine the sounds. Subjectively, how clearly do you hear the sounds of wind blowing in the trees?","Imagine the sounds. Subjectively, how clearly do you hear the sounds of wind blowing in the trees?",Vivid,,"Imagine the sounds. Subjectively, how clearly do you hear the sounds of wind blowing in the trees?",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal hearing""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only \""know\"" that you are thinking of the sound""}]"
"In emergency situations, I feel apprehensive and ill-at-ease.","In emergency situations, I feel apprehensive and ill-at-ease.",Vivid,,"In emergency situations, I feel apprehensive and ill-at-ease.",5,"[{""value"": ""0"", ""label"": ""Does not describe me well""}, {""value"": ""1"", ""label"": ""Describes me a little""}, {""value"": ""2"", ""label"": ""Describes me moderately""}, {""value"": ""3"", ""label"": ""Describes me well""}, {""value"": ""4"", ""label"": ""Describes me very well""}]"
"In the last month, how often have you been able to control irritations in your life?","In the last month, how often have you been able to control irritations in your life?",Vivid,,"In the last month, how often have you been able to control irritations in your life?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you been angered because of things that happened that were outside of your control?","In the last month, how often have you been angered because of things that happened that were outside of your control?",Vivid,,"In the last month, how often have you been angered because of things that happened that were outside of your control?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you been upset because of something that happened unexpectedly?","In the last month, how often have you been upset because of something that happened unexpectedly?",Vivid,,"In the last month, how often have you been upset because of something that happened unexpectedly?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you felt confident about your ability to handle your personal problems?","In the last month, how often have you felt confident about your ability to handle your personal problems?",Vivid,,"In the last month, how often have you felt confident about your ability to handle your personal problems?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?","In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",Vivid,,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you felt nervous and stressed?","In the last month, how often have you felt nervous and stressed?",Vivid,,"In the last month, how often have you felt nervous and stressed?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you felt that things were going your way?","In the last month, how often have you felt that things were going your way?",Vivid,,"In the last month, how often have you felt that things were going your way?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you felt that you were on top of things?","In the last month, how often have you felt that you were on top of things?",Vivid,,"In the last month, how often have you felt that you were on top of things?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you felt that you were unable to control the important things in your life?","In the last month, how often have you felt that you were unable to control the important things in your life?",Vivid,,"In the last month, how often have you felt that you were unable to control the important things in your life?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
"In the last month, how often have you found that you could not cope with all the things that you had to do?","In the last month, how often have you found that you could not cope with all the things that you had to do?",Vivid,,"In the last month, how often have you found that you could not cope with all the things that you had to do?",5,"[{""value"": ""0"", ""label"": ""Never""}, {""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Fairly often""}, {""value"": ""4"", ""label"": ""Very often""}]"
Indecisiveness,Indecisiveness,Vivid,,What describes the way you have been feeling during the past two weeks?,4,"[{""value"": ""0"", ""label"": ""I make decisions about as well as ever.""}, {""value"": ""1"", ""label"": ""I find it more difficult to make decisions than usual.""}, {""value"": ""2"", ""label"": ""I have much greater difficulty in making decisions than I used to.""}, {""value"": ""3"", ""label"": ""I have trouble making any decisions.""}]"
Indicate the extent you have felt this way over the past week. Active,Indicate the extent you have felt this way over the past week. Active,Vivid,,Indicate the extent you have felt this way over the past week: Active.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Afraid,Indicate the extent you have felt this way over the past week. Afraid,Vivid,,Indicate the extent you have felt this way over the past week: Afraid.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Alert,Indicate the extent you have felt this way over the past week. Alert,Vivid,,Indicate the extent you have felt this way over the past week: Alert.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Ashamed,Indicate the extent you have felt this way over the past week. Ashamed,Vivid,,Indicate the extent you have felt this way over the past week: Ashamed.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Attentive,Indicate the extent you have felt this way over the past week. Attentive,Vivid,,Indicate the extent you have felt this way over the past week: Attentive.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Determined,Indicate the extent you have felt this way over the past week. Determined,Vivid,,Indicate the extent you have felt this way over the past week: Determined.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Distressed,Indicate the extent you have felt this way over the past week. Distressed,Vivid,,Indicate the extent you have felt this way over the past week: Distressed.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Enthusiastic,Indicate the extent you have felt this way over the past week. Enthusiastic,Vivid,,Indicate the extent you have felt this way over the past week: Enthusiastic.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Excited,Indicate the extent you have felt this way over the past week. Excited,Vivid,,Indicate the extent you have felt this way over the past week: Excited.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Guilty,Indicate the extent you have felt this way over the past week. Guilty,Vivid,,Indicate the extent you have felt this way over the past week: Guilty.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Hostile,Indicate the extent you have felt this way over the past week. Hostile,Vivid,,Indicate the extent you have felt this way over the past week: Hostile.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Inspired,Indicate the extent you have felt this way over the past week. Inspired,Vivid,,Indicate the extent you have felt this way over the past week: Inspired.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Interested,Indicate the extent you have felt this way over the past week. Interested,Vivid,,Indicate the extent you have felt this way over the past week: Interested.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Irritable,Indicate the extent you have felt this way over the past week. Irritable,Vivid,,Indicate the extent you have felt this way over the past week: Irritable.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Jittery,Indicate the extent you have felt this way over the past week. Jittery,Vivid,,Indicate the extent you have felt this way over the past week: Jittery.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Nervous,Indicate the extent you have felt this way over the past week. Nervous,Vivid,,Indicate the extent you have felt this way over the past week: Nervous.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
